sample_id,bases,number_of_reads,coverage,avg_read_length,insert_size_metrics,platform,instrument_model,library_source,library_strategy,library_layout,seqencing center
BS_5A11TKW2,45063863100,300425754,20.6109,150,274,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_5AF6ZNJF,21007985938,78096602,,269,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_5AJNFDME,12009895545,119762681,162,100.280784,180,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WXS,paired-end,CHOP DGD
BS_5AXMM8V5,64785112500,431900750,33.96227,150,342,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_5B6XZ7YP,119521083200,796742648,65.159936,150.012157,348,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5B7YXYEH,66753636166,444443111,36.296242,150.196132,374,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5BCMBVDR,54580224852,363407249,30.221254,150.190248,373,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5BMNK8SY,110620370652,737630969,62.593651,149.967091,355,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5BNV7MCF,123634691875,822936942,69.037063,150.235924,360,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5BZXVKWT,67905639044,451929704,37.351418,150.257083,382,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5C23V7CC,70486582511,469021448,38.601068,150.284348,385,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5CCAC8TZ,27646722526,273729926,200,101,162,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_5CMGN56B,34550634398,129889603,,266,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_5CTVXVRX,14831187800,74155939,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_5D24XV4T,111266473019,740934178,61.646113,150.170523,376,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5DHZ0T1A,130067389970,868264740,70.233553,149.801534,333,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5DPMQQVG,8248874828,81672028,38,101,157,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_5ECS2BQT,59392165396,395117317,34.10056,150.315268,403,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5ESEHG0A,61502918400,615029184,37.161706,100,471,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WGS,paired-end,BGI@CHOP Genome Center
BS_5FBN4PPQ,20612966780,204088780,200,101,179,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_5FP2H6VW,61704373341,411154853,33.288646,150.075751,355,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5GNQC2FF,37886997918,142432323,,266,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_5GRVA3YE,69935338087,465466119,40.012338,150.247967,401,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5J5VH3X0,103555439273,689816390,56.598482,150.120294,380,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5JC116NM,113563979493,756888312,61.576154,150.040604,334,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5JM573JC,50014251798,188023503,,266,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_5K3R0F5D,29489372976,118908762,,248,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_5KFAEMQJ,125844931516,838368755,70.483043,150.106896,359,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5KK9P7XD,86489305467,576252154,49.531929,150.08934,380,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5M3NSS9K,63753927683,425423550,34.153856,149.859893,333,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5MJ9XXAC,61196746943,407423603,33.89119,150.204226,357,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5N2GEGMD,67766731060,451032497,37.126179,150.248001,393,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5N4ZSC43,67768738008,451078774,38.678666,150.237036,394,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5NAKYS1S,89242872983,594587501,47.94806,150.092077,354,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5NWDARXG,36323754192,139171472,,261,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_5P1TN10Z,16952635350,62555850,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_5P3CZQV8,30259664064,120078032,,252,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_5PEFNDCY,76298759498,281545238,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_5PJCHF6V,31933027224,115699374,,276,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_5PTCMTJ0,100731714600,671544764,47.044416,150,266,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_5PV5N4HQ,33681417550,122477882,,275,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_5PYJQBEA,64328381176,428006638,35.341957,150.297625,416,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5QR4B6MV,13876443530,137390530,200,101,173,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_5R0HHQ1Y,105748832225,704110898,58.674107,150.187751,367,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5RD8KEED,110306529879,733935446,62.269693,150.294594,392,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5S8VXASX,121469847600,809319198,66.956017,150.088924,369,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5SH4MD89,54614961750,364099745,32.229296,150,313,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WGS,paired-end,BGI
BS_5T9PYCRT,57177392198,380940664,32.712745,150.095271,397,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5TT6TT4K,122501743541,816901909,66.228834,149.958939,344,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5V2FBYQG,94726565302,631066808,53.376899,150.105447,364,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5V2XCW17,126017056682,838823165,70.474071,150.230778,404,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5VPM0F36,15766391486,78051443,,202,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,The Translational Genomics Research Institute
BS_5VQP0E6K,32872490527,118673251,,277,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_5VSK2DHE,64346752315,428725058,36.353414,150.08862,367,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5W0BW97W,72447360509,482001588,37.615515,150.305232,408,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5WK2KXYW,117955775925,785205950,64.456385,150.222723,400,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5WZE7TYQ,55000659531,366338133,30.525456,150.136321,388,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5XC635HW,36733436996,363697396,200,101,155,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_5XZP7F4Q,122783456799,816997107,69.958218,150.286281,399,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5Y2Q63Y4,114713131012,764784946,62.963757,149.993971,348,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5YCVM9WF,40993640988,273217164,23.278358,150.040504,392,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5YJEPPTP,32176325408,118295314,,272,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_5YTKXXBY,29124462313,288361013,200,101,166,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_5YXP6R6Q,53260831971,355986084,28.607526,149.614927,323,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5Z0GA574,171749673587,1143882028,92.785676,150.146317,391,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_5ZRZC3ZM,93491452560,622732908,53.384015,150.130901,390,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_601994WV,72891995607,485197922,38.110349,150.231467,394,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_60K3EQ9S,30966848775,120493575,,257,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_617JM3FD,51475076948,342424543,30.462613,150.325314,428,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_618WFRXY,54849440452,365252524,29.622714,150.168546,359,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_61AK2H2N,65664442234,436878168,37.922015,150.303785,405,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_61C97RSA,48752871988,324856781,27.36129,150.074971,379,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_61E80SD6,37939110256,139482023,,272,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_61KN2D29,54815767926,365069499,31.423957,150.151596,408,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_62XFH8DJ,108021596363,719889917,56.918673,150.052937,352,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_62XRDTM6,121641553207,814222159,60.075009,149.396024,271,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_63AK4SCF,57319212515,381264745,32.791193,150.339661,421,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_63JFFF51,53861507488,358569076,29.707799,150.212361,389,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_63QHP547,54630047139,363688125,30.273132,150.211248,371,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_63WRZJ06,20036949454,137077104,167.729123,146.172839,276,ILLUMINA,HiSeq X Ten,GENOMIC,WXS,paired-end,NantOmics
BS_644F21BX,58185809338,387434825,33.037194,150.182187,426,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6458RHRT,58902829864,391925886,32.692259,150.290736,403,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_64HCD9K3,33653066694,141996062,,237,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_656G546M,54261156547,360991284,30.956116,150.311542,405,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_65VFS9N1,36772542807,122985093,,299,,BGISEQ,BGISEQ-500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI
BS_65WGB39R,53222824516,354212930,30.011369,150.256583,414,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_65YZYWHD,55777492373,371468978,32.304357,150.153837,446,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_668350EZ,52176020394,347305302,30.187604,150.230993,405,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6687ZNGS,17147890595,169781095,200,101,180,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_66ABA973,28407322866,114085634,,249,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_66HQ3E4Z,35725873322,132809938,,269,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_67PX06P3,18943269846,72027642,,263,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_67Z63A2K,35571460230,131746149,,270,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_680K119G,36018344726,135407311,,266,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_682Z7WH6,124119941384,826238172,70.348941,150.222957,393,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_683F9WT2,54543290712,362833274,31.449264,150.326044,409,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_685DACMS,16577220200,82886101,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_68BW2163,26269054788,105498212,,249,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_68KX6A42,37565265118,185966659,,202,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,The Translational Genomics Research Institute
BS_68S56YSS,8689315931,86032831,133,101,166,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_68TZMZH1,113773494095,757870341,61.654201,150.122637,344,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_699TN5RN,35565662223,130277151,,273,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_69HX9VQM,11725620452,116095252,188,101,179,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_69V8P8A0,29550146368,108640244,,272,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_69VS8PS1,100407496950,668611134,56.291125,150.173235,373,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6B62YT97,21991447403,217737103,200,101,189,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_6BDC3V0J,48824795718,323343018,24.1335,151,310,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_6CXJKHG6,46120559550,307470397,21.319625,150,269,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_6D37YSGS,129915839250,866105595,69.481492,150,359,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_6DCSD5Y6,34311687000,137246748,,250,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6DT506HY,23116134014,228872614,90,101,167,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_6E10DMSJ,49659234935,330807105,27.68227,150.115382,394,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6EASDEJQ,65072536597,433124685,36.842013,150.239732,388,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6EH1T1S8,109411710600,729411404,48.294088,150,273,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_6F49F7WH,111153353105,741210409,60.868651,149.961943,355,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6FD0SW6E,67399851458,448787518,35.583327,150.182099,372,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6FHKKNF0,49072263797,326970037,28.236892,150.081837,405,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6FV7BDE3,100866666722,672249712,56.662577,150.043451,377,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6FYTRKJJ,136938355761,912305410,78.153295,150.10144,365,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6G6C7VPX,27573328530,102123439,,270,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6GN1FGTB,94265886304,628130135,53.6974,150.073816,362,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6GS4XT7F,70627011477,470637918,38.525334,150.066556,380,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6GTKRGNK,120286020410,800990827,67.526724,150.171533,352,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6GV08HTE,125270221798,835344606,66.613754,149.962328,325,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6H1C1ME9,33672797628,122893422,,274,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6H3DP0G0,58085671696,388265340,31.632031,149.603031,326,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6HE8H9HY,157598171556,1049728966,87.37903,150.13225,388,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6HTK4YJP,31754499822,121200381,,262,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6J0XG5G8,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_6JBE0947,108217742201,721497449,58.501932,149.990471,325,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6JHXXVR7,33161623123,122367613,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6K3Y2WXF,36577386568,243482867,21.243463,150.22571,422,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6KEYD1S4,115311526897,768658581,64.197392,150.016574,367,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6M2053M0,6852037354,33920977,,202,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,The Translational Genomics Research Institute
BS_6M3B3TKJ,66278853634,441147333,37.590699,150.241991,377,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6MY8W3H0,34250615183,127325707,,269,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6MZ7FRZH,38439773320,143431990,,268,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6N3AFF66,23600809796,92916574,,254,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6N7KRTKM,49259796053,328039518,27.35054,150.164213,388,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6NJRE82B,36100967052,119539626,,302,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,Novogene
BS_6NPSZJ4C,118454641908,789406548,66.944573,150.055307,394,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6NRTJSYK,15020119440,56679696,,265,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6NTXGQAC,31395407304,125081304,,251,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6P50QTPP,27045996048,99433809,,272,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6PFQJMM3,50682988400,506829884,29.482651,100,465,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WGS,paired-end,BGI@CHOP Genome Center
BS_6PQN5AMH,62128597748,413880349,33.875927,150.112461,356,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6PRD2CF1,37062481014,123954786,,299,,BGISEQ,BGISEQ-500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI
BS_6Q9PMNWY,61999290737,418459959,29.221908,148.160629,242,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6QF29TRA,70087598113,466524341,39.128582,150.233529,394,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6R7SFVV2,29183144644,113553092,,257,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6S0YKNJD,70025313732,466432943,38.418862,150.129434,359,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6S7T92KS,58929655239,392010285,34.02063,150.326809,405,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6SA5B35V,129972954500,866026359,68.580498,150.079675,356,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6T4JGBGY,19960135400,99800677,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_6T87HSPX,126828807171,844835269,70.402097,150.122529,416,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6TDVHGKE,12283269833,121616533,193,101,174,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_6TMPZKSZ,116466227073,775481349,64.263173,150.185723,358,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6V6SS45V,18425551099,182431199,200,101,197,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_6VF6VPCG,23603254784,92200214,,256,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6VKKMM6M,109608309365,729706525,61.320943,150.208756,385,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6VPKXXMR,13170704000,65853520,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_6VQ446ZB,52331555200,348433915,30.119615,150.190762,442,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6VTM903X,58299095524,388254233,32.95763,150.157012,431,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6VTQ3W4M,23632985253,233989953,200,101,173,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_6VYD7653,47456270508,316370678,27.031042,150.002114,405,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6WP1FHTE,28787166597,106225707,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6X2BQQGE,122441364755,815803192,69.913728,150.086891,384,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6X36H0V9,62186895024,413599527,35.948402,150.355334,425,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6X3Z0AVR,98695897818,657484886,55.327253,150.11128,399,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6XHDR1WS,96422178402,642772871,54.459424,150.00972,389,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6XP91JM2,122874328767,818851585,67.957774,150.056898,373,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6Y7FX7QJ,142151476379,948351046,71.847011,149.893309,302,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6Y9AK5F8,57695435019,383951014,33.227528,150.267698,392,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6YJ36D88,8392401585,83093085,136,101,178,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_6YMCPWP4,63581072121,423395180,35.876595,150.16957,360,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6YMJ621P,32471687248,120712592,,269,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_6YSRX0EW,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_6Z213H2V,121548289635,810025413,67.692649,150.054909,364,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6Z4WHYDG,117593297855,783083314,64.713709,150.167033,371,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_6ZP2KRPW,136046511817,906430313,72.660145,150.090426,370,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_7014T562,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_70E0T7EE,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_70FFPA51,30095465301,114431427,,263,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_70FKSKM9,173048026415,1153103748,95.134672,150.071515,373,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_70SGSPD8,47446402316,316033921,26.2725,150.130727,387,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_71CN44A6,43015949481,286372537,25.11072,150.209758,421,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_71HPXFE7,118980709546,792461259,66.1748,150.140727,397,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
